name,points,p2p_pm,std_pm
Adaptive+B4_median+SG5,45,31.144611524382526,7.470413315632148
Fourier+B2+SG7+Exp0.3,91,31.21455583277566,5.986952989552435
Fourier+B2+SG7+Exp0.3,91,31.21455583277566,5.986952989552435
Fourier+B5_median+SG5,36,31.25343909437106,6.622773925227911
Adaptive+B3_mean+SG11,60,31.268765678873933,6.4972693544123405
Fourier+B4_median+SG5,45,31.393332739980906,6.263943582433094
Adaptive+B2+SG3+Exp0.2,91,31.451668912040986,6.213946803719187
Adaptive+B2+SG3+Exp0.2,91,31.451668912040986,6.213946803719187
Adaptive+B2+SG7+Exp0.3,91,31.56348662628261,6.453445143480516
Adaptive+B2+SG7+Exp0.3,91,31.56348662628261,6.453445143480516
Adaptive+B5_median+SG5,36,31.579810946254838,7.528056906154538
Direct+B4+SG5+Exp0.2,45,31.582702235937177,9.307120780836806
Direct+B4_mean+SG9,45,31.67876817406068,8.663097477638138
"Adaptive+Kalman(pv=5e-07,mv=1e-04)",182,31.788803987637948,6.127360872103472
Fourier+B3+SG5+Exp0.3,60,31.791001315923495,6.763963835762599
Fourier+B3+SG11+Exp0.3,60,31.81565994805169,7.2234608706424055
"Fourier+Kalman(pv=5e-07,mv=1e-04)",182,31.878803360200436,5.880883308407282
Direct+B2+SG7+Exp0.3,91,31.91532502262362,8.842441527316485
Adaptive+B4_weighted+SG5,45,31.990979476972825,7.119475300193706
Fourier+B4_weighted+SG5,45,32.05686148294262,6.711844078110249
Direct+B3+SG9+Exp0.2,60,32.09164276222509,8.392698635226308
Fourier+B2+SG3+Exp0.2,91,32.13298811454024,6.144166977782359
Direct+B5+SG9+Exp0.2,36,32.15029227737887,9.165426941531386
Fourier+B2_weighted+SG11,91,32.23065729332575,7.335496846173013
Direct+B2+SG7+Exp0.3,91,32.280228289891966,8.921206138700482
Direct+B2+SG7+Exp0.3,91,32.280228289891966,8.921206138700482
Fourier+B2+SG7+Exp0.3,91,32.306933976201435,6.4063328634082035
Direct+B5+SG7+Exp0.3,36,32.42699226507284,10.005358585124224
Direct+SG9+Kalman,182,32.52815317000568,8.192564744146763
Direct+SG9+Kalman,182,32.528213810110174,8.192572973704568
Direct+B4_mean+SG7,45,32.64261558774706,9.505019479956102
Direct+B3_mean+SG11,60,32.6429808200146,9.10930484906362
Direct+B3+SG5+Exp0.3,60,32.673982228402565,8.467211535155215
Adaptive+B3+SG7+Exp0.2,60,32.68453371185842,7.727794827928487
Direct+B3+SG3+Exp0.3,60,32.77106722441658,8.64961698209673
Fourier+SG9+Kalman,182,32.77911755935747,6.215101697640393
Fourier+SG9+Kalman,182,32.77924588428505,6.215126148789067
Direct+B5+SG3+Exp0.3,36,32.80145259338951,10.52435640841848
Adaptive+B3+SG9+Exp0.3,60,32.887479196801905,7.624804454954896
Direct+B4+SG9+Exp0.2,45,32.902125529858495,9.081981820775988
Adaptive+B2+SG7+Exp0.3,91,32.96814015607197,6.828722967473474
Adaptive+B3_median+SG7,60,32.972071969197714,7.257478706573985
Direct+B5+SG11+Exp0.3,36,32.97698792084702,9.486979895537477
Fourier+B2_mean+SG11,91,32.991078417921926,6.84560396994123
Fourier+B2_median+SG11,91,32.991078417921926,6.84560396994123
Direct+B4+SG11+Exp0.2,45,33.003071095208725,9.166966756994059
Direct+B2+SG11+Exp0.3,91,33.02241994504129,8.795300299030473
Direct+B2+SG11+Exp0.3,91,33.02241994504129,8.795300299030473
Direct+B4_weighted+SG7,45,33.03432697498465,9.949073161967426
Adaptive+B3+SG11+Exp0.2,60,33.05829863336385,7.884439038608694
Fourier+B3_median+SG5,60,33.14760449620735,6.4201821924980615
Adaptive+SG9+Kalman,182,33.26495639510085,6.444308109841497
Adaptive+SG9+Kalman,182,33.26508522104632,6.444330218634158
Fourier+B2+SG5+Exp0.3,91,33.36179855671162,6.106709113219227
Fourier+B2+SG5+Exp0.3,91,33.36179855671162,6.106709113219227
Direct+B3+SG7+Exp0.2,60,33.41354163478627,8.567435569565127
Adaptive+B2+SG3+Exp0.2,91,33.73008819016832,6.766738055190612
Fourier+B2+SG5+Exp0.3,91,33.75520317229075,6.5480827345075445
Direct+B3+SG11+Exp0.2,60,33.87690852309788,8.45624066470656
Fourier+B3_weighted+SG9,60,34.0286590260348,7.509152505841239
Adaptive+B2_median+SG11,91,34.03741473789523,7.303189394914111
Adaptive+B2_mean+SG11,91,34.03741473789523,7.303189394914111
Adaptive+B2_weighted+SG11,91,34.046230592025495,7.686598106078062
Adaptive+B4_mean+SG5,45,34.06059041481058,7.566952178047949
Fourier+B3+SG3+Exp0.3,60,34.07869200100322,6.54813524443847
Direct+B2+SG9+Exp0.3,91,34.096010722919345,8.988064225581786
Direct+B2+SG9+Exp0.3,91,34.096010722919345,8.988064225581786
Direct+B2+SG3+Exp0.2,91,34.123707586331875,8.786155327777433
Direct+B3_mean+SG9,60,34.18572105204021,9.610963246412709
Fourier+B3_mean+SG7,60,34.242745306983124,7.102071605511845
Fourier+SG7+Kalman,182,34.265149237285186,6.083431137511549
Fourier+SG7+Kalman,182,34.26523487155464,6.08344265269891
Direct+B3+SG9+Exp0.3,60,34.26707057292333,8.930877516772217
Adaptive+B3+SG5+Exp0.3,60,34.340660665748146,7.422715057276869
Direct+B5_mean+SG5,36,34.34525441650749,10.00956339967253
Direct+SG7+Kalman,182,34.458270431059645,8.195378469488706
Direct+SG7+Kalman,182,34.45827043162808,8.19537405235177
Fourier+B3_weighted+SG11,60,34.496306241635466,7.1354340347258916
Adaptive+SG7+Kalman,182,34.53098171564761,6.373530707958819
Adaptive+SG7+Kalman,182,34.53105905987286,6.3735411957359975
Adaptive+B2+SG5+Exp0.3,91,34.693346505264344,6.541368493772242
Adaptive+B2+SG5+Exp0.3,91,34.693346505264344,6.541368493772242
Fourier+B4_mean+SG5,45,34.710799134131776,7.067202513905614
Adaptive+B3+SG11+Exp0.3,60,34.740196994448524,7.7025190347142365
Adaptive+B3_mean+SG7,60,34.812637266441016,7.449645188631252
"Direct+Kalman(pv=1e-06,mv=1e-04)",182,34.861693960124285,8.288475588922227
Direct+B5+SG9+Exp0.3,36,35.13550771492646,10.069557380277962
Direct+B2+SG5+Exp0.3,91,35.14497393666716,9.134117281016422
Direct+B2+SG5+Exp0.3,91,35.14497393666716,9.134117281016422
Adaptive+B3+SG7+Exp0.3,60,35.16872832506124,7.723460434936324
Direct+B3+SG3+Exp0.2,60,35.19992223209556,8.308291878443747
Direct+B4+SG3+Exp0.3,45,35.2032775878115,10.748283299674572
Direct+B4+SG5+Exp0.3,45,35.32759150402853,10.575724371249931
Direct+B3+SG5+Exp0.2,60,35.35109165488848,8.625222431041784
Direct+B2+SG3+Exp0.2,91,35.4586316118457,8.711132540851375
Direct+B2+SG3+Exp0.2,91,35.4586316118457,8.711132540851375
"Adaptive+Kalman(pv=1e-06,mv=1e-04)",182,35.64760239817133,6.398358575226225
Adaptive+B2_mean+SG9,91,35.79309304086564,7.743973898896168
Adaptive+B2_median+SG9,91,35.79309304086564,7.743973898896168
Adaptive+B3_median+SG5,60,35.793154552834494,8.274020769816081
Adaptive+B2+SG5+Exp0.3,91,35.815416939385614,6.973914520319999
Direct+B2+SG5+Exp0.3,91,35.90720798115399,9.231716410140962
"Fourier+Kalman(pv=1e-06,mv=1e-04)",182,35.9781534192507,6.112359932303382
Direct+B4+SG7+Exp0.3,45,36.05989149298239,10.36266552982374
Direct+B3+SG11+Exp0.3,60,36.104825331221946,8.853598839543666
Fourier+B2_mean+SG9,91,36.27029461074471,7.300917105229548
Fourier+B2_median+SG9,91,36.27029461074471,7.300917105229548
Direct+B4+SG11+Exp0.3,45,36.574874840425764,10.020107676001729
Direct+B2_weighted+SG11,91,36.84095814776356,9.937747470330049
Direct+B4+SG9+Exp0.3,45,36.93996112679088,9.973553859751902
Direct+B3+SG3+Exp0.2,60,36.98816420228468,10.567542834982952
Direct+B3+SG7+Exp0.3,60,37.00393131032342,9.07537384694845
Direct+B3+SG11+Exp0.2,60,37.07628767233473,9.930613815655008
Direct+B5_weighted+SG5,36,37.22825022521192,8.950772545768535
Fourier+B3_weighted+SG7,60,37.27413743615671,8.06671481748842
Direct+B3+SG5+Exp0.2,60,37.74172510338758,10.415968310533819
Direct+B3+SG7+Exp0.2,60,37.83127229849015,10.290117602238505
Direct+B3+SG9+Exp0.2,60,37.83916454131031,10.264757668585567
Adaptive+B3+SG3+Exp0.3,60,37.862193568571456,7.138745455123713
Adaptive+B3_weighted+SG11,60,37.897187283306266,7.641265861252982
Direct+B4_mean+SG5,45,37.91766226652271,10.398105653899565
Adaptive+B3_weighted+SG9,60,37.95976680430613,8.055299324625315
Direct+B3_weighted+SG9,60,38.50325100609098,10.427454149671416
Direct+B2_mean+SG11,91,38.60502900988649,10.071957888834465
Direct+B2_median+SG11,91,38.60502900988649,10.071957888834465
Fourier+B2+SG3+Exp0.3,91,38.76124389842062,6.602455504209504
Fourier+B2+SG3+Exp0.3,91,38.76124389842062,6.602455504209504
"Direct+Kalman(pv=1e-06,mv=5e-05)",182,39.10169313019196,9.03259062118286
Direct+B4_weighted+SG5,45,39.327823259782235,10.5966921858835
Direct+B3_weighted+SG11,60,39.38906050404967,9.943824021123493
Adaptive+B2_weighted+SG9,91,39.600518751171876,8.288474597158489
Direct+B3_mean+SG7,60,39.6934205547268,10.152502132749834
Direct+B3+SG5+Exp0.3,60,39.87329753306312,9.2112909936554
Adaptive+B3_mean+SG5,60,39.938057894460144,8.374121007659301
Fourier+B2_weighted+SG9,91,40.07616872036124,7.970805653077728
Direct+B5_median+SG11,36,40.19013615743461,11.759175502901826
Adaptive+B2+SG3+Exp0.3,91,40.32078869329325,7.059293289566639
Adaptive+B2+SG3+Exp0.3,91,40.32078869329325,7.059293289566639
"Adaptive+Kalman(pv=1e-06,mv=5e-05)",182,40.459250974436145,6.800533735483183
Direct+B2+SG3+Exp0.3,91,40.54667872549089,9.919190467180329
Direct+B4_median+SG11,45,40.65032855760364,12.147495428432965
Fourier+B2+SG3+Exp0.3,91,40.89248206707907,7.158718314654368
Direct+B3+SG3+Exp0.3,60,41.07955941901764,12.301515251612107
"Fourier+Kalman(pv=1e-06,mv=5e-05)",182,41.1339011044447,6.487483786199827
Direct+B3+SG11+Exp0.3,60,41.68243711683317,11.179214329794762
Direct+B5_median+SG9,36,41.85851622071368,12.806978626751324
Direct+B2+SG3+Exp0.3,91,41.96392366645796,9.727150845734325
Direct+B2+SG3+Exp0.3,91,41.96392366645796,9.727150845734325
Direct+B3+SG3+Exp0.3,60,41.97906916328975,9.224421748765886
Adaptive+Batch5_weighted,36,42.09554956401007,8.460024763933259
Adaptive+B5_weighted+SG3,36,42.09554956401007,8.460024763941693
Direct+B3+SG5+Exp0.3,60,42.21164438990854,11.979460158418513
Fourier+B3_mean+SG5,60,42.32263215271814,8.084929510310902
Direct+B3+SG7+Exp0.3,60,42.353381905058995,11.721842212931355
Adaptive+B3_weighted+SG7,60,42.50484300121116,8.600925768214672
Adaptive+B2_median+SG7,91,42.52584942196336,8.655004533314997
Adaptive+B2_mean+SG7,91,42.52584942196336,8.655004533314997
Direct+B3+SG9+Exp0.3,60,42.83868350580633,11.629427484770481
Adaptive+B2+SG3+Exp0.3,91,43.18045196419007,7.625365332063207
Direct+Batch5_median,36,43.871675349578254,20.68130609446765
Direct+Batch5_mean,36,43.871675349578254,12.39920528115947
Direct+Batch4_median,45,43.871675349578254,18.27823977990735
Direct+B5_mean+SG3,36,43.871675349578254,12.399205281156242
Direct+B5_weighted+SG3,36,43.871675349578254,11.90236167521973
Direct+Batch5_weighted,36,43.871675349578254,11.902361675226231
Direct+B3_mean+SG5,60,43.871675349578254,11.470254364750911
Direct+Batch3_median,60,43.871675349578254,21.492643753501106
Direct+Batch3_mean,60,43.871675349578254,14.170006986562552
Direct+B4_median+SG3,45,43.87167534969194,18.278239779909505
Direct+B5_median+SG3,36,43.87167534969194,20.68130609445649
Direct+B3_median+SG3,60,43.87167534969194,21.492643753500335
Direct+B3_mean+SG3,60,43.871675349919315,14.170006986564506
Fourier+Batch5_weighted,36,44.37754788852999,8.11239394462309
Fourier+B5_weighted+SG3,36,44.37754788852999,8.112393944629522
Fourier+B2_mean+SG7,91,44.571082034508436,8.299086240880328
Fourier+B2_median+SG7,91,44.571082034508436,8.299086240880328
Direct+B2_median+SG9,91,45.296080393427474,10.685062944969074
Direct+B2_mean+SG9,91,45.296080393427474,10.685062944969074
Direct+B3_weighted+SG7,60,46.83127249666086,11.092735880939285
Adaptive+B5_median+SG3,36,46.90229212144459,9.589794967071258
Adaptive+Batch5_median,36,46.90229212144459,9.589794967055001
Direct+B2_weighted+SG9,91,46.957886277709804,10.94131578327082
Direct+B2_median+SG7,91,47.00536644600106,11.49903567671512
Direct+B2_mean+SG7,91,47.00536644600106,11.49903567671512
Adaptive+Batch3_median,60,47.10222913001871,10.50679322108939
Adaptive+B3_median+SG3,60,47.10222913001871,10.506793221085928
Fourier+Batch4_weighted,45,47.94948655455755,9.037385802111343
Fourier+B4_weighted+SG3,45,47.94948655455755,9.03738580211051
Direct+B4_median+SG7,45,48.04993014442971,13.936633588220642
Direct+B5_median+SG7,36,48.04993014477077,13.911790291077889
Adaptive+B4_weighted+SG3,45,48.197470196555514,9.603894030254963
Adaptive+Batch4_weighted,45,48.197470196555514,9.603894030259795
Fourier+B3_weighted+SG5,60,48.4262516721401,9.081314924206461
Direct+B4_median+SG9,45,48.52473182677386,12.75426825085911
Adaptive+B2_weighted+SG7,91,48.57110888610805,9.406783886155555
Adaptive+B3_weighted+SG5,60,48.95449531841223,9.557623417536583
Fourier+B2_weighted+SG7,91,49.421765198758294,9.161889795221684
Adaptive+Batch4_median,45,49.66594658549184,10.036520102182545
Adaptive+B4_median+SG3,45,49.66594658549184,10.036520102179434
Direct+B2_weighted+SG7,91,50.6613393920361,12.078246897355182
Direct+B3_median+SG11,60,52.1551385256771,13.837811899109926
Direct+B3_median+SG9,60,52.77895489064122,14.647112594466867
Direct+B3_weighted+SG5,60,52.85492315920237,12.632081846614726
Direct+B4_weighted+SG3,45,53.01160771398372,12.965713062451744
Direct+Batch4_weighted,45,53.01160771398372,12.965713062454371
Direct+B4_median+SG5,45,53.27274863884668,15.232296986237037
Adaptive+B3_mean+SG3,60,53.341683706094045,10.266013655150973
Adaptive+Batch3_mean,60,53.341683706094045,10.266013655146141
Adaptive+B5_mean+SG3,36,54.53725589120495,9.572694173395881
Adaptive+Batch5_mean,36,54.53725589120495,9.572694173393918
Direct+B4_mean+SG3,45,54.83959418700124,13.394150846926241
Direct+Batch4_mean,45,54.83959418700124,13.394150846933599
Direct+B3_median+SG5,60,55.15296329656394,17.508333467599908
Direct+B5_median+SG5,36,55.152963296677626,15.89964883132828
Fourier+Batch3_mean,60,55.249891845051025,10.299278209648273
Fourier+B3_mean+SG3,60,55.249891845051025,10.29927820964677
Fourier+B4_median+SG3,45,55.6423025549293,8.411618961787045
Fourier+Batch4_median,45,55.6423025549293,8.411618961782615
Direct+B3_median+SG7,60,56.4064397351558,15.54119830331648
Adaptive+B2_median+SG5,91,56.92722642015724,10.07659342239547
Adaptive+B2_mean+SG5,91,56.92722642015724,10.07659342239547
Direct+B2_median+SG5,91,57.033177954508574,13.32701509593865
Direct+B2_mean+SG5,91,57.033177954508574,13.32701509593865
Fourier+B5_mean+SG3,36,57.085745215090355,9.35465573932288
Fourier+Batch5_mean,36,57.085745215090355,9.354655739321752
Adaptive+B2_weighted+SG5,91,57.35301353729483,10.822699576340284
Fourier+B2_weighted+SG5,91,57.698745353150116,10.504123491299005
Fourier+B2_median+SG5,91,59.28923344492887,9.677815524923462
Fourier+B2_mean+SG5,91,59.28923344492887,9.677815524923462
Direct+B2_weighted+SG5,91,60.79360727017047,14.242456845547114
Fourier+B5_median+SG3,36,62.023456086308215,8.81950945228108
Fourier+Batch5_median,36,62.023456086308215,8.819509452274657
Fourier+Batch3_median,60,62.14937334414117,8.284654500754623
Fourier+B3_median+SG3,60,62.14937334414117,8.284654500759782
Adaptive+B4_mean+SG3,45,64.00999170239174,10.54224201737225
Adaptive+Batch4_mean,45,64.00999170239174,10.54224201737281
Fourier+Batch4_mean,45,64.67554476500936,10.031460061980075
Fourier+B4_mean+SG3,45,64.67554476500936,10.031460061982532
Direct+Batch3_weighted,60,73.11945891592586,15.812053639437135
Direct+B3_weighted+SG3,60,73.11945891592586,15.812053639439327
Adaptive+B3_weighted+SG3,60,85.2448079193664,12.005790289008106
Adaptive+Batch3_weighted,60,85.2448079193664,12.005790289006471
Fourier+B3_weighted+SG3,60,86.1699127533484,11.908295845606855
Fourier+Batch3_weighted,60,86.1699127533484,11.908295845604107
Direct+Batch2_weighted,91,87.74335069904282,18.98054489826979
Direct+B2_weighted+SG3,91,87.74335069904282,18.98054489827697
Direct+B2_mean+SG3,91,87.74335069915651,17.753037555019795
Direct+Batch2_mean,91,87.74335069915651,17.75303755501445
Direct+Batch2_median,91,87.74335069915651,17.75303755501445
Direct+B2_median+SG3,91,87.74335069915651,17.753037555019795
Adaptive+Batch2_mean,91,107.61791601919413,13.662453394137268
Adaptive+B2_median+SG3,91,107.61791601919413,13.66245339413845
Adaptive+Batch2_median,91,107.61791601919413,13.662453394137268
Adaptive+B2_mean+SG3,91,107.61791601919413,13.66245339413845
Fourier+Batch2_median,91,108.38118669630603,13.427120554486745
Fourier+Batch2_mean,91,108.38118669630603,13.427120554486745
Fourier+B2_mean+SG3,91,108.38118669630603,13.42712055448804
Fourier+B2_median+SG3,91,108.38118669630603,13.42712055448804
Adaptive+B2_weighted+SG3,91,113.20874798570912,14.661510854696608
Adaptive+Batch2_weighted,91,113.20874798570912,14.661510854691752
Fourier+B2_weighted+SG3,91,115.96289792271364,14.71564704432602
Fourier+Batch2_weighted,91,115.96289792271364,14.715647044323132
Direct,182,131.61502604873476,22.36604453193391
Adaptive,182,165.57897660277376,17.232602313114683
Fourier,182,169.24742253786462,17.469455081312574
